Method,Mean Distance,Std Error,Method Type
Last State,0.018873006105422974,0.0003816898388322443,Baseline
CRL Inferred Goal,0.13207191228866577,0.0054369401186704636,CRL
CRL MF Inferred Goal,0.042594294995069504,0.00015685101971030235,CRL (Mean Field)
GoalKDE Inferred Goal,0.184845432639122,0.0016636841464787722,GoalKDE
GoalKDE MF Inferred Goal,0.1570376604795456,0.0015981275355443358,GoalKDE (Mean Field)
BC Inferred Goal,1.1086616516113281,0.664837121963501,BC
BC MF Inferred Goal,0.008056175895035267,0.000204335359740071,BC (Mean Field)
